Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
37,0,123594.0,2,37.8,2,2,5,11,0,2.0,1,1,0
54,0,88509.0,2,24.2,2,3,2,17,0,5.0,1,1,0
35,0,141074.0,0,10.5,1,2,1,3,1,4.0,1,0,0
61,1,123532.0,2,79.2,2,1,7,5,0,3.0,1,1,0
64,0,143152.0,1,53.6,1,2,6,6,1,5.0,1,0,1
60,1,87649.0,1,55.6,2,1,5,1,1,5.0,0,0,0
58,1,84562.0,1,26.9,1,1,2,1,1,5.0,1,0,1
48,0,136534.0,2,44.0,2,2,11,18,1,3.0,1,0,0
32,1,106533.0,2,81.8,3,2,9,10,1,3.0,1,0,0
50,1,74986.0,2,58.2,1,2,12,19,1,2.0,1,0,0
49,0,116423.0,2,29.9,4,0,12,3,1,3.0,1,0,0
29,1,39350.0,2,31.0,2,1,7,7,0,4.0,0,1,0
37,0,30000.0,0,25.3,2,2,0,0,1,3.0,1,0,0
47,1,30000.0,1,52.8,1,2,4,5,1,4.0,1,0,0
40,0,78216.0,1,16.2,3,1,0,9,1,5.0,1,0,1
49,1,63844.0,2,28.8,2,2,11,13,0,2.0,1,0,0
50,1,84758.0,1,34.5,1,3,7,7,0,5.0,1,0,1
35,1,79559.0,1,64.4,3,1,3,9,1,3.0,1,0,0
35,0,84035.0,2,46.3,2,1,2,7,1,5.0,1,0,1
35,0,36855.0,2,55.4,2,0,14,17,0,1.0,0,1,0
66,0,90161.0,1,26.5,2,2,1,4,1,4.0,1,0,0
39,1,56135.0,2,40.6,1,1,10,15,1,3.0,1,0,0
55,1,136587.0,0,5.0,3,0,1,0,1,4.0,1,0,1
54,1,39123.0,1,50.3,1,0,2,4,1,3.0,0,0,0
27,1,81338.0,0,5.0,1,2,1,2,1,1.0,1,0,0
56,1,125772.0,2,5.0,1,1,3,11,0,2.0,0,0,0
32,0,44353.0,2,28.7,3,0,3,8,1,3.0,1,0,0
58,0,61015.0,1,33.1,4,1,7,1,0,4.0,1,2,0
69,0,75480.0,2,34.3,1,2,10,4,0,3.0,0,0,0
32,1,108704.0,2,11.8,1,3,4,17,0,2.0,1,0,0
28,1,30000.0,2,78.7,1,3,13,19,0,1.0,1,0,0
44,1,41398.0,2,31.8,1,1,12,8,0,2.0,0,1,0
26,1,127991.0,0,78.6,2,2,1,3,1,4.0,0,0,0
30,0,84360.0,2,8.8,1,2,3,9,1,4.0,1,0,1
30,1,83731.0,2,70.9,3,3,10,13,1,3.0,0,0,0
40,1,172085.0,2,30.4,3,2,7,11,1,1.0,1,0,1
46,0,80622.0,2,55.8,2,2,12,3,1,4.0,0,0,0
62,0,119510.0,2,41.6,2,0,3,6,0,2.0,1,1,0
62,0,157070.0,2,57.0,2,1,6,18,0,4.0,0,1,0
62,1,81699.0,1,78.1,4,2,5,6,1,1.0,0,0,0
29,1,30000.0,2,41.3,3,2,14,16,0,1.0,1,0,0
38,1,62451.0,0,44.3,2,2,2,0,1,1.0,0,0,0
48,0,109798.0,1,50.2,2,2,7,8,1,4.0,0,0,0
33,0,65847.0,1,22.2,1,1,4,9,1,4.0,0,0,0
33,0,116714.0,1,47.1,2,2,7,9,0,5.0,1,1,1
42,1,149984.0,2,21.8,2,2,5,5,1,4.0,1,0,1
68,0,108819.0,1,5.0,2,2,2,3,1,5.0,0,0,0
25,1,81445.0,2,34.1,2,2,6,14,0,4.0,1,1,0
48,0,55776.0,1,66.2,2,1,3,9,1,4.0,1,0,1
51,1,63966.0,2,45.8,3,1,11,17,0,5.0,0,0,1
54,1,101978.0,1,30.1,1,1,7,1,0,5.0,1,2,0
48,0,30000.0,1,30.1,2,2,0,6,1,5.0,1,0,0
66,1,99955.0,1,58.4,2,2,3,6,1,3.0,0,0,0
56,1,129705.0,2,42.8,3,1,7,19,0,3.0,0,0,0
55,0,100298.0,2,36.8,3,1,6,4,0,1.0,0,2,0
57,1,41942.0,2,61.1,4,2,13,13,0,2.0,0,1,0
52,0,72376.0,2,23.2,1,2,3,6,0,5.0,0,1,0
38,1,91203.0,0,67.6,2,2,1,1,0,2.0,1,2,0
46,0,107378.0,2,55.8,2,1,8,4,1,5.0,1,0,1
39,2,85806.0,2,32.0,2,1,3,9,0,2.0,1,0,1
65,1,135849.0,0,47.8,2,1,1,1,1,3.0,0,0,0
59,1,75116.0,2,21.0,2,1,7,15,1,2.0,1,0,0
54,1,33425.0,2,45.5,3,0,7,5,1,3.0,1,0,0
41,1,54296.0,2,56.3,2,3,13,16,0,3.0,0,0,0
40,1,103601.0,2,48.9,2,2,14,7,1,5.0,0,0,0
37,0,129834.0,1,66.5,2,2,1,3,1,4.0,1,0,1
54,0,105957.0,0,17.5,2,1,1,1,1,1.0,1,0,0
44,1,44652.0,0,64.4,1,1,0,2,1,5.0,1,0,0
58,1,104601.0,0,20.0,2,1,1,1,1,4.0,1,0,1
27,0,125322.0,2,48.8,3,2,3,11,0,5.0,1,0,1
50,1,131862.0,2,35.6,1,3,11,13,0,4.0,1,0,1
52,0,69457.0,0,5.3,3,0,2,3,1,2.0,0,0,0
26,0,84287.0,0,19.8,2,1,2,1,1,1.0,1,0,0
38,2,74771.0,2,48.0,2,1,14,16,0,3.0,1,0,0
35,2,96523.0,2,83.7,2,2,6,18,0,2.0,0,1,0
39,0,92450.0,1,58.7,2,1,7,9,1,1.0,0,0,0
53,0,109210.0,2,40.4,3,1,3,7,0,5.0,1,1,0
51,1,116976.0,0,63.5,1,1,2,2,1,4.0,1,0,1
33,0,64559.0,2,34.0,1,1,10,5,0,1.0,1,0,0
42,1,74783.0,2,27.3,1,0,5,9,1,1.0,0,0,0
37,1,106005.0,1,50.7,2,2,7,8,1,5.0,1,0,1
44,0,75029.0,2,37.2,2,2,14,14,1,2.0,1,0,0
36,1,30000.0,0,23.7,1,3,0,1,1,2.0,1,0,0
60,2,86171.0,2,8.5,3,2,5,14,1,2.0,0,0,0
60,1,138900.0,1,58.8,2,2,4,1,1,3.0,1,0,1
44,0,85205.0,2,41.1,2,1,11,6,1,1.0,0,0,0
25,1,127211.0,2,65.2,1,1,8,13,0,4.0,1,1,1
49,1,84287.0,0,7.3,2,2,2,1,1,3.0,1,0,1
67,1,134585.0,2,16.6,3,1,7,19,0,5.0,1,0,1
68,0,80934.0,2,74.5,1,1,7,5,0,4.0,0,1,0
48,1,69158.0,1,54.8,1,0,6,4,1,1.0,1,0,0
39,0,121053.0,2,50.0,3,0,10,5,1,4.0,1,0,1
52,0,84123.0,1,15.7,1,1,7,9,1,5.0,1,0,1
69,0,113977.0,2,50.3,1,0,5,14,0,5.0,1,0,1
52,0,50515.0,2,72.5,2,1,13,10,0,1.0,0,1,0
46,0,93963.0,0,5.0,4,2,0,0,1,2.0,1,0,0
68,0,48720.0,1,5.0,2,3,2,1,1,1.0,1,0,0
67,0,55149.0,2,56.3,3,1,2,5,1,2.0,1,0,0
28,0,48833.0,2,38.7,3,2,9,12,0,3.0,1,0,0
35,0,113371.0,2,41.5,1,2,9,19,0,5.0,1,0,1
53,0,103474.0,1,48.2,2,0,5,4,1,2.0,1,0,0
46,0,123549.0,1,43.1,2,2,2,9,1,5.0,1,0,1
37,1,70445.0,0,43.5,3,3,0,1,1,2.0,0,0,0
41,0,41676.0,2,21.3,3,0,6,18,1,2.0,0,0,0
37,1,73462.0,1,48.1,1,3,0,2,1,4.0,0,0,0
47,1,76942.0,1,32.3,3,1,7,4,1,3.0,1,0,0
45,0,63201.0,0,5.0,2,1,2,1,1,4.0,0,0,0
69,1,96381.0,2,86.7,2,2,8,17,1,2.0,0,0,0
55,1,133616.0,2,30.2,2,2,11,15,0,5.0,1,0,1
60,1,122567.0,2,68.6,2,0,7,13,0,5.0,1,1,1
55,1,59069.0,1,34.0,1,1,5,4,0,3.0,1,0,0
60,1,66417.0,1,65.1,1,2,7,8,1,5.0,0,0,0
57,1,163833.0,2,5.7,1,2,13,10,1,3.0,1,0,1
61,1,78134.0,0,33.6,3,1,0,2,1,2.0,1,0,0
42,1,87718.0,1,45.7,1,2,4,3,0,4.0,1,0,1
33,0,88889.0,0,57.5,1,2,2,3,1,1.0,0,0,0
53,1,120861.0,2,37.2,1,0,5,10,0,2.0,0,0,0
36,1,81093.0,1,21.9,1,0,1,6,1,3.0,1,0,0
50,1,66947.0,2,23.3,2,1,13,19,0,4.0,0,0,0
59,0,85456.0,2,74.9,2,0,8,9,1,5.0,1,0,1
65,1,82917.0,1,22.0,1,2,1,6,1,2.0,0,0,0
54,1,52707.0,0,29.1,2,2,2,2,1,2.0,1,0,0
68,1,146974.0,1,55.3,1,1,1,6,0,5.0,0,2,0
54,1,47350.0,2,43.1,1,2,7,11,0,3.0,1,0,0
36,1,91619.0,2,55.5,2,1,4,11,1,5.0,1,0,1
62,0,146468.0,0,47.5,2,2,2,1,1,1.0,0,0,0
59,0,53635.0,2,10.7,2,2,4,3,0,4.0,1,0,0
25,1,85132.0,2,54.2,3,2,12,4,1,3.0,1,0,1
37,0,126394.0,1,27.1,1,2,7,3,1,1.0,0,0,0
28,1,96688.0,2,11.0,1,1,3,19,1,4.0,0,0,0
57,0,30000.0,1,5.0,2,0,7,7,0,2.0,0,1,0
48,0,107839.0,1,46.7,2,0,4,7,1,3.0,1,0,0
30,1,163069.0,2,45.9,1,2,13,12,0,5.0,0,0,0
42,1,90202.0,0,38.3,3,0,1,1,1,3.0,1,0,1
65,1,120332.0,2,49.1,3,1,9,8,0,2.0,1,0,0
65,1,30000.0,2,11.7,2,2,9,4,0,2.0,1,0,0
43,1,132982.0,2,26.8,2,0,6,17,0,4.0,0,0,0
69,0,30000.0,1,13.1,1,2,5,6,1,3.0,1,0,0
29,1,71226.0,0,32.3,2,0,1,0,1,5.0,1,0,0
50,0,58355.0,2,74.7,1,1,11,7,0,3.0,0,1,0
41,1,72454.0,1,22.9,4,2,3,4,1,5.0,1,0,1
44,1,62655.0,1,35.7,1,2,3,8,1,2.0,0,0,0
41,0,90359.0,2,36.4,3,1,4,14,0,3.0,0,1,0
41,0,99897.0,2,41.2,2,0,2,9,0,3.0,0,0,0
59,1,134931.0,1,39.6,2,3,7,4,1,2.0,0,0,0
54,0,99766.0,2,54.6,2,1,12,8,0,2.0,0,1,0
47,1,61661.0,2,74.3,4,1,9,4,0,2.0,1,1,0
68,0,103929.0,0,43.0,1,1,2,2,1,2.0,1,0,1
64,0,75799.0,0,73.8,4,1,0,0,1,2.0,0,0,0
56,1,30741.0,0,17.6,2,0,0,0,1,3.0,1,0,0
45,1,88946.0,1,5.0,1,2,4,7,1,2.0,1,0,0
53,2,143307.0,0,39.0,2,2,0,0,1,4.0,1,0,0
33,0,105810.0,1,54.0,2,0,4,8,1,1.0,1,0,0
37,0,98869.0,2,53.3,2,1,4,17,1,4.0,0,0,0
45,0,42328.0,1,39.2,1,2,4,4,1,2.0,0,0,0
41,1,97548.0,2,52.8,1,2,13,11,0,2.0,0,0,0
66,1,48810.0,2,22.0,1,2,3,13,0,1.0,1,0,0
38,0,64713.0,1,68.4,1,0,6,6,1,3.0,0,0,0
57,1,78077.0,2,30.0,1,1,5,4,1,3.0,0,0,0
48,0,89292.0,0,62.0,2,1,1,1,1,5.0,0,0,0
38,0,73947.0,2,80.0,2,0,3,8,1,3.0,1,0,0
52,1,97949.0,2,59.2,1,1,5,18,1,2.0,0,0,0
44,0,174000.0,1,21.0,2,1,4,9,1,1.0,1,0,0
45,0,67259.0,1,58.7,1,1,6,6,0,2.0,1,1,0
46,1,32265.0,2,66.4,1,3,6,4,0,4.0,0,2,0
57,1,63144.0,0,25.8,2,2,2,0,1,3.0,0,0,0
49,0,30000.0,0,21.5,3,1,1,0,0,1.0,1,1,0
26,0,114836.0,2,33.7,2,2,12,8,0,4.0,1,0,0
60,0,74244.0,2,72.4,3,0,7,5,1,1.0,0,0,0
30,0,98913.0,2,14.8,2,1,5,4,0,1.0,1,0,0
35,1,84258.0,1,34.1,2,2,1,1,1,4.0,0,0,0
51,1,88148.0,0,48.3,2,2,2,2,1,2.0,1,0,0
67,1,62098.0,0,6.5,2,2,0,0,1,4.0,0,0,0
67,0,67797.0,0,61.2,3,2,0,1,1,2.0,1,0,0
37,1,54289.0,1,55.9,1,2,0,2,1,4.0,0,0,0
45,1,78296.0,2,106.0,1,2,13,16,0,3.0,1,1,0
32,1,30000.0,2,52.0,2,2,12,10,1,3.0,1,0,0
54,1,96521.0,1,43.0,1,1,6,1,1,4.0,1,0,1
53,0,85629.0,2,31.6,1,3,6,6,0,3.0,0,1,0
29,2,106592.0,1,57.4,2,2,1,8,1,1.0,1,0,0
48,1,122980.0,0,46.4,2,1,0,2,1,5.0,1,0,1
66,1,95468.0,1,12.7,1,1,1,8,1,4.0,0,0,0
29,1,86712.0,1,36.8,1,1,5,9,1,5.0,0,0,0
66,1,153234.0,2,64.6,2,1,3,15,0,4.0,0,1,0
47,0,86205.0,2,68.7,1,0,14,17,1,4.0,0,0,0
41,1,81631.0,1,63.7,3,3,1,7,0,4.0,1,1,0
36,0,135096.0,1,21.2,3,2,2,2,1,3.0,1,0,1
38,1,77072.0,2,28.8,1,0,12,11,1,2.0,0,0,0
26,0,105612.0,1,16.6,2,1,3,7,1,1.0,0,0,0
48,0,81155.0,2,47.4,2,2,7,11,0,4.0,0,1,0
48,0,73760.0,2,25.0,2,1,14,14,0,1.0,1,0,0
27,0,73399.0,2,52.6,1,0,12,12,1,4.0,1,0,0
52,1,139841.0,2,25.2,1,1,13,6,1,2.0,0,0,0
30,1,153602.0,0,5.0,1,1,1,1,1,1.0,1,0,0
48,1,39315.0,2,34.3,2,1,12,8,0,4.0,1,0,0
50,0,34754.0,2,68.1,3,2,5,10,0,5.0,0,0,0
63,1,140630.0,0,87.3,2,0,2,1,1,2.0,0,0,0
47,0,48131.0,0,25.9,4,2,2,3,1,3.0,0,0,0
69,1,125870.0,2,60.5,1,2,3,3,0,3.0,1,1,0
38,0,53956.0,2,22.8,1,2,8,9,0,2.0,1,0,0
56,0,36400.0,0,78.5,1,3,2,3,1,5.0,1,0,0
38,1,84554.0,2,29.2,3,1,12,13,1,2.0,0,0,0
68,1,96180.0,0,5.0,2,2,2,3,1,1.0,0,0,0
50,1,94279.0,1,5.0,2,1,6,9,1,5.0,1,0,0
62,0,84287.0,2,40.9,2,0,9,15,0,3.0,1,0,1
47,0,114111.0,2,35.1,3,2,11,3,1,3.0,1,0,0
47,1,92162.0,0,29.8,3,3,2,0,1,5.0,1,0,1
57,0,70308.0,2,56.7,2,2,2,19,0,1.0,1,0,0
30,0,109370.0,1,38.0,3,3,4,3,0,3.0,0,1,0
49,1,86877.0,0,30.1,4,2,0,1,1,3.0,0,0,0
52,0,89623.0,2,78.0,3,0,7,17,0,1.0,1,0,0
28,0,51018.0,0,5.0,2,2,2,3,1,3.0,1,0,0
34,1,40648.0,2,53.8,2,1,6,11,0,3.0,1,1,0
29,1,118947.0,2,66.2,2,1,13,8,0,4.0,1,0,1
45,1,30000.0,2,5.3,1,1,11,9,0,1.0,0,0,0
55,1,107239.0,0,55.8,2,1,1,3,1,5.0,1,0,1
34,1,94863.0,2,51.6,2,2,9,6,0,5.0,1,0,0
36,1,60598.0,2,33.3,2,2,2,8,0,2.0,1,0,0
46,0,71727.0,1,33.3,2,1,1,3,0,4.0,1,1,0
55,0,30000.0,2,37.0,3,2,4,14,1,5.0,1,0,0
30,1,92260.0,1,64.0,2,2,3,3,1,3.0,1,0,1
25,0,69005.0,2,5.0,1,0,4,9,1,4.0,0,0,0
42,0,146081.0,1,26.0,1,2,7,9,0,1.0,0,0,0
56,1,65903.0,2,5.0,1,2,11,9,0,1.0,1,0,0
50,1,37755.0,0,21.8,2,2,0,2,1,4.0,0,0,0
31,1,44440.0,2,53.1,1,2,9,6,0,5.0,0,0,0
53,1,31327.0,1,32.9,2,1,3,7,1,3.0,1,0,0
30,1,55717.0,2,34.7,2,1,9,3,1,5.0,1,0,0
56,0,89726.0,2,53.2,2,2,13,10,1,4.0,1,0,1
25,1,44625.0,2,30.5,1,1,8,17,1,2.0,1,0,0
65,0,44598.0,2,5.0,4,2,14,14,0,2.0,1,0,0
58,1,90833.0,1,8.2,2,1,1,9,1,4.0,0,0,0
42,0,83819.0,2,72.7,1,1,12,6,0,4.0,0,1,0
40,1,79249.0,1,39.4,1,1,2,8,0,1.0,1,0,0
29,1,94131.0,0,13.6,1,2,2,2,1,4.0,0,0,0
38,2,67636.0,0,100.4,1,1,2,0,1,3.0,0,2,0
45,0,72483.0,1,36.6,3,2,2,1,1,4.0,0,0,0
35,0,30000.0,1,46.4,1,1,1,9,1,1.0,1,0,0
45,0,85945.0,2,17.2,1,2,9,13,0,1.0,1,0,0
41,1,101795.0,0,23.1,3,2,2,1,0,3.0,0,1,0
68,1,147872.0,1,39.9,3,2,2,2,1,2.0,0,0,0
57,1,30000.0,2,39.3,2,3,6,15,1,1.0,1,0,0
47,0,152932.0,0,53.5,1,2,1,3,1,5.0,1,0,1
66,1,42355.0,2,65.0,1,1,6,4,0,5.0,1,1,0
50,0,39805.0,2,58.2,2,1,6,5,1,4.0,1,0,0
67,1,107819.0,1,37.1,3,2,7,7,1,1.0,1,0,0
49,0,97954.0,1,28.8,1,3,6,8,1,3.0,1,0,1
58,1,30000.0,2,26.8,3,2,11,12,0,3.0,1,1,0
61,0,122823.0,2,41.05,1,1,11,19,1,4.0,1,0,1
43,0,95238.0,2,16.8,2,1,13,15,0,2.0,0,0,0
49,0,30000.0,2,47.4,1,2,3,7,1,4.0,1,0,0
31,1,105710.0,1,5.0,3,1,0,6,1,3.0,0,0,0
43,1,43585.0,1,40.4,1,1,5,5,1,4.0,0,0,0
65,0,132993.0,1,70.2,3,2,4,7,1,2.0,0,0,0
29,1,133977.0,2,42.8,3,2,14,11,1,4.0,0,0,0
54,1,95715.0,1,74.2,3,1,2,8,1,3.0,1,0,1
68,1,52211.0,2,29.3,1,1,9,7,1,3.0,0,0,0
63,0,62849.0,2,5.0,4,1,12,5,0,5.0,1,1,0
58,0,55015.0,2,39.3,1,2,10,3,1,2.0,1,0,0
29,1,85708.0,2,34.8,2,0,11,10,1,5.0,0,0,0
59,1,112512.0,2,74.0,2,2,5,5,0,5.0,1,2,0
54,1,84758.0,0,50.9,1,0,2,1,1,3.0,1,0,1
55,0,51790.0,2,25.4,2,2,13,19,0,1.0,1,0,0
38,1,54847.0,2,50.1,2,2,3,7,0,2.0,1,1,0
49,0,64584.0,2,13.5,1,1,4,15,1,5.0,1,0,1
39,0,56136.0,0,66.0,2,2,1,1,1,1.0,1,0,0
68,1,94014.0,1,19.8,4,2,0,5,1,3.0,1,0,0
42,1,85349.0,1,56.6,2,0,6,2,1,5.0,1,0,1
32,0,51901.0,1,67.3,1,1,2,4,1,3.0,1,0,0
38,1,67919.0,0,76.1,2,0,1,0,1,4.0,0,1,0
49,1,144722.0,1,55.6,2,0,5,6,1,3.0,1,0,1
37,0,51511.0,2,54.2,1,1,14,3,0,3.0,1,1,0
60,1,111786.0,2,20.9,2,2,7,17,0,5.0,0,0,0
33,1,77802.0,2,5.0,2,0,2,13,1,3.0,0,0,0
25,1,44019.0,1,47.1,4,1,5,6,0,2.0,1,1,0
57,0,75153.0,2,58.0,1,2,14,10,0,4.0,1,0,0
28,0,89514.0,2,29.7,2,1,2,19,0,1.0,0,0,0
28,0,33812.0,1,15.8,2,3,4,3,1,5.0,1,0,1
56,1,72066.0,1,6.2,2,2,6,6,1,3.0,0,0,0
31,0,30000.0,1,17.4,4,0,2,4,1,4.0,1,0,1
59,1,90385.0,2,9.7,2,0,4,18,0,3.0,0,0,0
26,1,56962.0,1,41.8,1,1,6,9,1,3.0,1,0,1
33,0,84287.0,1,13.8,2,1,4,9,1,3.0,1,0,1
37,0,44178.0,2,82.4,2,1,14,5,1,4.0,0,0,0
49,1,100584.0,0,20.8,3,0,0,1,1,5.0,1,0,1
62,0,67864.0,0,36.9,2,0,2,3,1,5.0,0,0,0
59,0,112530.0,2,39.0,1,2,4,17,1,1.0,0,0,0
30,1,30000.0,2,27.2,1,0,10,15,0,5.0,0,0,0
43,0,102304.0,1,57.6,2,2,6,7,1,2.0,1,0,0
38,0,36620.0,0,55.7,2,1,1,1,1,2.0,0,0,0
28,1,82187.0,1,42.6,1,1,7,4,1,1.0,0,0,0
41,0,97934.0,2,67.6,1,2,7,9,0,2.0,0,0,0
28,1,129249.0,2,71.6,1,0,4,3,1,1.0,0,0,0
48,1,73624.0,1,74.9,3,2,2,4,1,4.0,1,0,0
47,0,131877.0,0,37.9,1,2,0,1,1,5.0,0,0,0
63,1,54307.0,2,23.8,3,1,14,19,0,4.0,0,0,0
33,1,123514.0,2,45.0,2,2,11,9,1,5.0,0,0,0
56,1,121005.0,1,5.0,1,1,3,4,1,1.0,0,0,0
41,1,99123.0,0,69.3,2,1,1,0,1,3.0,1,0,0
67,1,64714.0,1,26.7,1,1,3,1,1,3.0,1,0,0
27,1,66949.0,1,30.6,1,1,2,5,1,3.0,0,0,0
48,0,72971.0,2,5.0,2,1,14,9,0,2.0,1,0,0
65,1,71650.0,0,5.0,4,2,0,3,1,5.0,1,0,1
30,0,86069.0,1,8.6,1,1,0,7,1,5.0,1,0,1
52,0,58345.0,1,53.0,4,2,2,7,1,3.0,0,0,0
52,0,57487.0,2,43.6,3,1,5,11,1,5.0,1,0,0
66,0,52214.0,2,5.0,1,2,4,4,0,3.0,1,0,0
52,0,70325.0,0,5.0,4,1,2,3,1,1.0,1,0,0
40,1,107052.0,2,63.8,3,1,11,9,1,1.0,1,0,0
32,1,109945.0,2,40.8,2,1,3,18,0,5.0,0,0,0
58,0,38310.0,1,69.2,1,2,5,1,1,1.0,0,0,0
27,0,94645.0,1,79.9,3,1,3,4,1,5.0,1,0,1
58,0,94326.0,1,14.9,1,1,7,6,1,4.0,1,0,1
28,1,45035.0,2,49.2,1,2,12,12,0,2.0,0,0,0
28,0,95649.0,1,33.0,2,1,4,7,1,3.0,1,0,0
31,0,80606.0,2,58.4,1,1,11,5,0,3.0,0,0,0
29,0,67304.0,2,27.3,2,1,8,18,0,1.0,1,0,0
27,1,74099.0,2,35.7,1,2,2,15,1,4.0,0,0,0
30,1,122593.0,2,45.9,1,3,7,19,0,5.0,0,1,0
37,0,77979.0,1,59.7,2,1,0,8,1,3.0,1,0,0
64,0,50430.0,1,37.4,1,3,4,6,1,2.0,1,0,0
67,0,88576.0,2,81.1,4,1,2,19,0,1.0,0,1,0
33,1,49669.0,2,5.0,1,2,6,19,1,4.0,0,0,0
26,1,70456.0,2,86.2,2,1,13,12,0,2.0,0,0,0
45,1,114095.0,2,85.6,1,0,13,9,0,5.0,1,0,1
62,1,44987.0,2,23.5,1,2,10,3,1,5.0,0,0,0
42,0,163142.0,1,44.4,2,1,5,7,1,5.0,1,0,1
66,1,107532.0,2,84.4,3,1,5,4,0,2.0,1,2,0
39,0,62315.0,2,74.9,3,3,13,10,0,1.0,1,0,0
47,0,88142.0,2,5.0,1,1,2,15,0,1.0,0,0,0
59,0,54944.0,2,48.1,3,0,3,4,0,1.0,0,1,0
32,0,58410.0,0,84.0,2,1,1,3,1,3.0,1,0,1
25,1,30000.0,1,80.2,2,1,1,8,1,5.0,1,0,1
31,1,78815.0,0,17.7,1,1,0,3,1,2.0,0,0,0
32,1,36647.0,2,35.5,4,2,13,15,0,3.0,0,0,0
37,1,122078.0,2,8.4,2,1,14,3,0,2.0,1,0,0
53,0,81098.0,0,19.2,2,2,2,0,1,3.0,0,0,0
27,1,64908.0,2,15.5,1,2,9,8,1,1.0,1,0,0
39,0,57528.0,0,57.4,3,1,2,1,1,2.0,1,0,0
27,1,82481.0,2,33.7,1,0,6,7,1,2.0,0,0,0
49,0,96160.0,1,49.0,1,0,5,9,1,3.0,0,0,0
40,0,87998.0,0,26.3,3,1,1,2,1,3.0,1,0,1
69,0,38300.0,2,73.0,1,1,11,16,1,2.0,1,0,0
52,1,76123.0,1,69.7,2,2,6,1,1,2.0,1,0,0
49,0,116167.0,2,46.9,2,1,13,10,0,4.0,0,0,0
60,0,127620.0,1,36.2,2,0,3,9,1,5.0,1,0,1
53,1,56629.0,0,56.1,2,1,1,3,1,4.0,1,0,0
67,0,96291.0,1,43.6,2,1,0,5,1,2.0,1,0,0
65,0,55520.0,2,55.5,2,2,3,12,1,2.0,1,0,0
47,0,150144.0,2,53.9,2,2,4,18,1,5.0,0,0,1
29,1,98984.0,1,21.9,1,2,0,4,0,3.0,1,0,0
69,0,89555.0,1,34.0,1,1,2,7,1,3.0,1,0,0
63,1,92154.0,1,57.9,1,3,2,2,0,1.0,1,1,0
33,0,119876.0,1,19.3,2,1,3,9,1,1.0,0,0,0
44,1,65129.0,2,84.0,2,1,9,14,0,5.0,1,1,0
27,1,133006.0,1,55.8,2,2,0,8,1,5.0,1,0,1
50,0,86057.0,1,34.7,4,1,0,9,1,4.0,1,0,0
56,0,86601.0,1,18.6,1,2,1,9,1,1.0,1,0,1
62,1,97044.0,1,45.7,3,1,4,3,0,2.0,0,1,0
50,1,63987.0,2,39.0,2,1,12,11,0,3.0,0,0,0
48,1,144943.0,1,11.4,2,1,5,7,1,5.0,1,0,1
47,1,160266.0,2,53.2,2,2,6,10,1,3.0,0,0,0
47,0,71748.0,1,66.8,3,1,5,4,1,3.0,0,0,0
41,1,78829.0,2,28.3,2,1,5,10,1,5.0,0,0,0
32,2,113050.0,2,5.0,2,2,9,18,1,5.0,1,0,1
67,1,74131.0,2,65.4,1,2,3,6,1,2.0,1,0,0
32,2,45760.0,0,81.8,1,2,2,3,1,4.0,1,0,0
65,0,80946.0,2,52.6,2,1,3,9,0,1.0,0,0,0
43,1,74989.0,0,31.1,3,1,0,1,1,1.0,0,0,0
56,2,131719.0,0,23.6,2,0,2,2,1,1.0,1,0,0
31,0,107580.0,2,17.3,1,0,3,12,0,4.0,0,0,0
53,1,99826.0,1,45.3,1,2,6,5,0,1.0,1,1,0
39,0,48634.0,0,38.7,1,3,2,3,1,1.0,1,0,0
28,0,129727.0,2,36.3,3,1,9,3,1,4.0,1,0,1
69,1,174000.0,2,5.0,2,3,12,5,0,5.0,0,0,1
29,0,90815.0,2,41.0,2,1,11,3,1,2.0,0,0,0
62,1,131266.0,1,7.3,2,1,2,8,1,2.0,0,0,0
58,1,119613.0,2,39.3,1,2,9,12,1,2.0,0,0,0
39,1,99440.0,1,52.4,1,0,2,3,1,5.0,0,0,0
54,1,129958.0,0,48.4,2,2,1,2,1,4.0,1,0,0
42,0,76970.0,2,44.1,1,2,2,10,0,1.0,1,2,0
43,1,117885.0,2,22.3,1,1,3,12,0,4.0,0,0,0
39,0,140600.0,2,53.5,2,1,4,18,0,4.0,1,1,0
54,1,75667.0,1,65.8,1,2,3,3,1,4.0,1,0,0
53,0,134160.0,2,32.4,2,3,11,18,0,2.0,0,0,0
42,0,118779.0,2,46.9,1,0,10,12,0,3.0,0,0,0
45,1,128751.0,1,28.6,1,2,1,6,1,1.0,0,0,0
51,1,30000.0,1,5.0,1,1,0,5,1,2.0,1,0,0
69,0,112713.0,0,36.1,1,3,2,3,1,2.0,1,0,0
29,0,47784.0,2,10.2,2,0,8,17,0,4.0,0,0,0
63,0,102382.0,2,57.0,2,3,8,19,1,4.0,1,0,1
37,0,158737.0,2,41.2,1,2,2,10,0,5.0,0,0,0
54,1,126555.0,2,38.8,1,2,3,4,1,2.0,0,0,0
45,0,55524.0,0,21.0,1,1,2,2,1,2.0,1,0,0
38,0,109244.0,2,29.2,1,2,8,5,0,4.0,1,1,0
67,0,121391.0,2,55.9,2,0,6,7,1,2.0,1,0,0
