Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
53,Female,134160.0,Urban,32.4,2,Truck,11,18,No,2.0,No,Low,No
42,Female,118779.0,Urban,46.9,1,Hatchback,10,12,No,3.0,No,Low,No
45,Male,128751.0,Suburban,28.6,1,Sedan,1,6,Yes,1.0,No,Low,No
51,Male,30000.0,Suburban,5.0,1,SUV,0,5,Yes,2.0,Yes,Low,No
69,Female,112713.0,Rural,36.1,1,Truck,2,3,Yes,2.0,Yes,Low,No
29,Female,47784.0,Urban,10.2,2,Hatchback,8,17,No,4.0,No,Low,No
63,Female,102382.0,Urban,57.0,2,Truck,8,19,Yes,4.0,Yes,Low,Yes
37,Female,158737.0,Urban,41.2,1,Sedan,2,10,No,5.0,No,Low,No
54,Male,126555.0,Urban,38.8,1,Sedan,3,4,Yes,2.0,No,Low,No
45,Female,55524.0,Rural,21.0,1,SUV,2,2,Yes,2.0,Yes,Low,No
38,Female,109244.0,Urban,29.2,1,Sedan,8,5,No,4.0,Yes,Medium,No
67,Female,121391.0,Urban,55.9,2,Hatchback,6,7,Yes,2.0,Yes,Low,No
48,Male,55819.0,Suburban,42.2,1,SUV,7,2,Yes,3.0,No,Low,No
63,Female,84287.0,Urban,87.7,2,SUV,5,16,No,1.0,No,Medium,No
37,Female,95899.0,Urban,44.4,3,Sedan,3,18,No,1.0,Yes,Low,No
41,Male,52805.0,Suburban,81.8,1,Sedan,7,6,No,4.0,Yes,Low,No
56,Female,88307.0,Urban,75.7,1,SUV,5,12,Yes,4.0,Yes,Low,No
52,Male,124395.0,Urban,77.7,4,Sedan,10,18,No,3.0,Yes,Low,No
51,Male,91347.0,Suburban,29.9,1,Sedan,0,6,Yes,2.0,Yes,Low,Yes
35,Female,95197.0,Rural,32.4,1,SUV,1,2,Yes,1.0,Yes,Low,No
49,Female,102462.0,Urban,5.0,1,Sedan,12,18,Yes,3.0,No,Low,No
61,Female,92230.0,Urban,69.1,2,Sedan,14,5,Yes,5.0,No,Low,No
28,Female,121044.0,Urban,78.2,1,Hatchback,8,4,No,1.0,Yes,High,No
55,Male,63471.0,Urban,32.6,1,Hatchback,6,13,No,3.0,No,Low,No
31,Female,97089.0,Urban,29.4,3,Sedan,7,18,No,5.0,No,Low,No
45,Male,103547.0,Suburban,44.0,3,Sedan,7,7,Yes,5.0,Yes,Low,Yes
53,Male,77337.0,Rural,5.0,1,SUV,0,3,Yes,5.0,Yes,Low,Yes
31,Male,93031.0,Suburban,35.3,2,Truck,5,4,Yes,4.0,No,Low,No
27,Female,83947.0,Suburban,29.7,2,Sedan,0,5,Yes,5.0,Yes,Low,Yes
41,Male,119109.0,Urban,42.9,2,SUV,3,17,Yes,3.0,Yes,Low,No
44,Male,84055.0,Urban,33.2,3,Truck,10,6,No,5.0,Yes,Low,No
46,Female,83172.0,Suburban,78.7,1,Sedan,3,2,Yes,2.0,Yes,Low,No
65,Male,51344.0,Suburban,23.6,3,Hatchback,5,7,No,1.0,No,Medium,No
29,Male,58476.0,Urban,39.7,1,Sedan,2,7,No,1.0,No,Medium,No
38,Female,99314.0,Urban,82.7,2,SUV,10,15,No,5.0,Yes,Medium,Yes
68,Female,33996.0,Suburban,47.2,1,SUV,2,5,Yes,4.0,No,Low,No
43,Male,100095.0,Suburban,21.1,1,SUV,5,9,No,2.0,No,Low,No
47,Female,30000.0,Urban,5.0,2,SUV,3,19,No,2.0,Yes,Low,No
62,Female,40287.0,Suburban,32.4,1,SUV,5,7,Yes,5.0,No,Low,No
63,Male,82079.0,Rural,12.0,3,Sedan,2,3,Yes,4.0,No,Low,No
52,Male,103735.0,Suburban,92.3,2,Sedan,3,5,Yes,3.0,No,Low,No
64,Female,137505.0,Suburban,5.0,1,Hatchback,0,5,Yes,3.0,No,Low,No
37,Female,82072.0,Suburban,27.2,1,Sedan,1,8,Yes,2.0,Yes,Low,No
41,Female,143032.0,Suburban,22.9,2,Sedan,3,7,Yes,2.0,Yes,Low,No
42,Female,74693.0,Rural,46.0,3,SUV,1,3,Yes,3.0,Yes,Low,No
60,Female,79923.0,Rural,46.5,1,Sedan,0,2,Yes,5.0,No,Low,No
41,Male,104437.0,Suburban,49.3,2,Hatchback,2,8,No,1.0,Yes,Low,No
55,Male,104309.0,Suburban,77.1,2,SUV,4,2,Yes,5.0,Yes,Low,Yes
27,Female,95924.0,Rural,5.6,2,Truck,0,3,Yes,4.0,Yes,Low,No
63,Male,84770.0,Urban,34.0,2,Sedan,5,6,Yes,5.0,Yes,Low,Yes
55,Female,62434.0,Rural,50.0,2,Hatchback,2,1,Yes,3.0,Yes,Low,No
46,Female,85586.0,Urban,56.0,1,Truck,9,3,No,2.0,Yes,Low,No
52,Male,165617.0,Urban,18.0,2,Truck,10,6,No,5.0,Yes,Low,Yes
59,Female,96643.0,Rural,20.3,3,Sedan,2,2,Yes,2.0,Yes,Low,No
36,Female,148216.0,Urban,77.5,3,SUV,7,19,Yes,3.0,Yes,Low,No
27,Female,118364.0,Rural,68.1,2,SUV,0,0,Yes,5.0,No,Medium,No
68,Male,159939.0,Urban,28.6,1,Sedan,14,8,Yes,5.0,Yes,Low,Yes
43,Male,56549.0,Urban,90.7,1,SUV,10,11,No,2.0,No,Medium,No
27,Male,128821.0,Suburban,71.9,3,Sedan,0,6,Yes,3.0,Yes,Low,Yes
43,Female,113905.0,Urban,15.8,2,SUV,10,14,No,4.0,No,Low,Yes
48,Female,30000.0,Suburban,79.3,2,Sedan,5,2,Yes,5.0,Yes,Low,No
59,Other,111875.0,Suburban,63.0,2,Truck,7,4,Yes,3.0,Yes,Low,Yes
38,Male,63508.0,Urban,33.7,3,SUV,9,5,No,3.0,Yes,Low,No
50,Male,67622.0,Suburban,47.0,1,SUV,1,4,Yes,3.0,No,Low,No
62,Female,76812.0,Urban,22.5,1,Hatchback,8,8,Yes,2.0,Yes,Low,No
58,Male,38836.0,Urban,41.5,2,Hatchback,7,18,No,5.0,Yes,Low,No
40,Female,94074.0,Urban,58.3,2,SUV,3,11,Yes,2.0,Yes,Low,No
58,Male,96058.0,Urban,56.4,1,Hatchback,13,17,No,4.0,Yes,Low,Yes
29,Female,110968.0,Urban,30.4,1,SUV,14,10,Yes,2.0,Yes,Low,No
41,Female,30000.0,Suburban,64.5,1,SUV,4,9,Yes,3.0,Yes,Low,No
34,Male,30000.0,Urban,21.6,1,Sedan,9,3,Yes,3.0,No,Low,No
64,Male,94810.0,Suburban,5.8,2,Sedan,2,7,Yes,5.0,Yes,Low,Yes
31,Female,61487.0,Suburban,61.0,1,Hatchback,0,1,Yes,2.0,No,Low,No
26,Female,96195.0,Rural,13.1,1,Sedan,0,0,Yes,4.0,Yes,Low,Yes
63,Female,32897.0,Rural,41.4,1,SUV,0,3,Yes,2.0,Yes,Low,No
46,Female,91200.0,Urban,16.4,1,SUV,14,11,No,2.0,No,Low,No
40,Male,69951.0,Rural,39.5,2,Hatchback,1,0,Yes,2.0,Yes,Low,No
44,Female,69806.0,Urban,41.150000000000006,1,Sedan,6,18,Yes,3.0,Yes,Low,No
34,Female,145275.0,Urban,13.8,4,SUV,3,4,No,1.0,No,Low,No
57,Male,103088.0,Urban,10.4,4,Sedan,13,18,No,3.0,No,Low,No
53,Male,30000.0,Suburban,42.4,1,SUV,5,4,Yes,2.0,Yes,Low,No
50,Male,84758.0,Suburban,74.1,1,Sedan,0,2,Yes,5.0,Yes,Low,Yes
40,Female,46794.0,Suburban,55.1,3,SUV,7,3,Yes,1.0,Yes,Low,No
43,Male,84870.0,Urban,25.0,2,Sedan,14,15,Yes,3.0,Yes,Low,No
29,Male,82258.0,Suburban,39.0,1,Sedan,5,3,Yes,2.0,No,Low,No
36,Male,74861.0,Suburban,54.9,1,Truck,7,6,Yes,3.0,Yes,Low,No
25,Male,30000.0,Urban,5.0,1,Sedan,10,17,No,3.0,Yes,Low,No
28,Female,84394.0,Suburban,19.4,2,SUV,4,7,Yes,2.0,No,Low,No
50,Female,84758.0,Urban,27.5,1,Truck,14,16,Yes,1.0,Yes,Low,No
38,Male,104576.0,Urban,22.3,2,Hatchback,7,13,No,3.0,No,Medium,No
65,Male,141293.0,Urban,63.0,1,SUV,5,15,No,2.0,No,Low,No
34,Female,97995.0,Urban,21.3,1,Truck,10,16,No,2.0,Yes,Low,No
42,Female,88641.0,Urban,45.0,1,SUV,14,4,No,4.0,No,Low,No
52,Female,62608.0,Suburban,29.2,1,SUV,2,1,No,1.0,No,Low,No
40,Male,99638.0,Urban,43.3,1,SUV,7,17,No,5.0,Yes,Low,Yes
61,Female,80048.0,Suburban,49.0,2,Hatchback,1,6,Yes,1.0,No,Low,No
54,Female,87208.0,Suburban,57.2,3,Hatchback,2,5,Yes,1.0,No,Low,No
48,Male,150159.0,Suburban,51.3,3,Sedan,3,8,Yes,1.0,No,Low,No
42,Male,101024.0,Rural,75.3,1,Sedan,0,0,Yes,4.0,No,Low,No
66,Female,122099.0,Urban,55.5,3,SUV,5,12,Yes,1.0,Yes,Low,No
48,Male,33330.0,Suburban,25.4,2,SUV,5,9,No,2.0,Yes,Medium,No
55,Male,45129.0,Suburban,6.6,4,SUV,0,8,No,2.0,No,Low,No
57,Male,64441.0,Suburban,47.9,1,Sedan,7,9,Yes,4.0,Yes,Low,No
36,Female,51130.0,Rural,10.9,1,SUV,1,1,Yes,1.0,Yes,Low,No
58,Other,61171.0,Urban,81.4,2,Sedan,4,14,No,4.0,No,Medium,No
54,Male,30000.0,Suburban,49.3,2,Sedan,2,2,Yes,5.0,No,Low,No
41,Male,43893.0,Suburban,41.5,2,Hatchback,3,5,No,4.0,Yes,Medium,No
29,Female,121580.0,Urban,26.7,2,SUV,14,3,No,2.0,No,Low,No
68,Female,63719.0,Suburban,49.5,2,SUV,5,7,Yes,2.0,No,Low,No
44,Female,44419.0,Rural,43.1,1,SUV,2,2,Yes,3.0,No,Low,No
46,Male,158394.0,Urban,27.4,2,SUV,14,7,No,5.0,Yes,Low,Yes
52,Female,60848.0,Urban,43.7,1,Sedan,9,17,No,2.0,No,Low,No
38,Female,88703.0,Rural,47.2,2,Sedan,1,3,Yes,2.0,Yes,Low,No
46,Male,74399.0,Urban,36.4,2,Sedan,12,5,No,5.0,No,Low,No
64,Female,61819.0,Suburban,37.8,1,Sedan,7,2,Yes,1.0,Yes,Low,No
65,Female,112750.0,Suburban,21.3,2,Sedan,4,8,Yes,3.0,Yes,Low,No
62,Male,54931.0,Urban,41.2,1,Sedan,7,19,Yes,2.0,No,Low,No
56,Female,90968.0,Urban,5.0,1,SUV,3,8,No,2.0,Yes,Low,No
68,Male,30000.0,Urban,43.1,2,SUV,5,19,No,1.0,Yes,Low,No
42,Male,128495.0,Urban,67.3,1,Truck,10,7,Yes,4.0,Yes,Low,Yes
68,Male,58857.0,Suburban,28.0,2,SUV,4,6,Yes,5.0,Yes,Low,Yes
52,Male,76157.0,Rural,69.0,2,SUV,2,2,Yes,5.0,Yes,Low,Yes
38,Female,96366.0,Urban,5.0,1,Sedan,5,13,No,2.0,No,Low,No
28,Male,36345.0,Urban,24.2,4,SUV,10,4,No,1.0,Yes,Medium,No
60,Female,135104.0,Suburban,41.0,1,Sedan,2,9,Yes,3.0,Yes,Low,Yes
51,Male,41697.0,Urban,81.1,2,Sedan,12,13,No,5.0,Yes,Low,Yes
29,Female,80546.0,Suburban,56.0,3,Truck,7,2,No,2.0,No,Medium,No
68,Female,39651.0,Suburban,36.6,4,Truck,0,9,Yes,5.0,Yes,Low,No
44,Female,86505.0,Suburban,56.5,1,SUV,1,7,Yes,4.0,Yes,Low,Yes
69,Male,54989.0,Urban,27.2,1,Sedan,5,7,Yes,2.0,Yes,Low,No
42,Male,64158.0,Urban,5.0,3,SUV,2,3,No,5.0,Yes,Medium,No
52,Male,30000.0,Urban,17.0,2,Sedan,12,14,No,4.0,No,Low,No
38,Male,66808.0,Suburban,36.7,2,Sedan,7,8,Yes,4.0,No,Low,No
59,Female,79694.0,Urban,9.4,1,Truck,9,14,Yes,2.0,No,Low,No
45,Male,71701.0,Suburban,41.6,3,Hatchback,2,3,No,5.0,Yes,Low,No
34,Male,154146.0,Suburban,74.1,1,Sedan,6,1,No,5.0,No,Medium,No
69,Male,86347.0,Suburban,26.6,3,Sedan,2,8,Yes,1.0,Yes,Low,No
55,Male,116801.0,Urban,66.9,3,SUV,10,19,No,3.0,No,Low,No
65,Male,112406.0,Suburban,34.3,3,Sedan,5,2,Yes,1.0,No,Low,No
49,Male,51878.0,Urban,19.0,1,SUV,13,18,Yes,2.0,No,Low,No
53,Male,55606.0,Suburban,5.0,1,Sedan,7,1,Yes,1.0,Yes,Low,No
51,Female,99223.0,Urban,5.0,1,Sedan,14,11,No,3.0,Yes,Low,Yes
51,Female,30000.0,Urban,61.8,2,Truck,2,5,No,1.0,Yes,Low,No
33,Female,110263.0,Suburban,68.9,2,Sedan,7,7,No,4.0,No,Medium,No
64,Male,117126.0,Suburban,59.1,2,Sedan,0,1,Yes,4.0,No,Low,No
48,Male,96404.0,Rural,15.7,2,Sedan,0,3,Yes,4.0,Yes,Low,Yes
62,Male,117377.0,Urban,28.5,2,SUV,11,8,No,3.0,Yes,Low,No
65,Female,115685.0,Suburban,47.8,4,SUV,6,5,Yes,4.0,Yes,Low,No
35,Male,103032.0,Rural,45.6,1,Truck,2,2,Yes,1.0,No,Low,No
36,Female,84906.0,Urban,24.5,3,SUV,6,4,No,5.0,Yes,Low,Yes
45,Female,100929.0,Urban,44.0,2,Hatchback,8,6,No,1.0,Yes,Low,No
48,Female,90150.0,Suburban,45.1,1,Truck,7,3,Yes,2.0,Yes,Low,No
31,Female,102728.0,Urban,50.8,1,Sedan,8,14,Yes,4.0,Yes,Low,Yes
61,Male,100662.0,Suburban,32.4,1,Sedan,6,5,No,3.0,Yes,Low,Yes
64,Female,90336.0,Urban,41.2,1,SUV,8,5,No,5.0,No,Medium,No
49,Male,44214.0,Urban,63.8,2,SUV,10,10,Yes,2.0,Yes,Low,No
43,Male,174000.0,Suburban,37.0,1,Hatchback,3,9,No,4.0,Yes,Low,Yes
62,Female,116365.0,Suburban,32.0,1,Sedan,5,8,Yes,2.0,Yes,Low,No
49,Female,97612.0,Urban,78.5,1,SUV,5,12,No,4.0,No,Low,No
41,Female,81417.0,Urban,37.1,1,Sedan,10,19,Yes,5.0,Yes,Low,Yes
49,Male,57069.0,Suburban,46.0,3,Hatchback,5,3,No,4.0,No,Medium,No
50,Female,40030.0,Rural,71.7,3,SUV,0,2,Yes,1.0,No,Low,No
30,Female,149950.0,Urban,23.9,2,Sedan,14,11,No,2.0,Yes,Low,No
28,Male,46901.0,Urban,7.3,2,Sedan,13,17,No,3.0,Yes,Low,No
59,Male,84906.0,Urban,106.0,3,Sedan,4,19,Yes,2.0,No,Low,No
39,Female,102893.0,Suburban,27.9,1,Sedan,6,3,No,2.0,No,Low,No
55,Female,124686.0,Suburban,29.3,2,Hatchback,2,1,Yes,5.0,Yes,Low,Yes
66,Female,79855.0,Urban,16.9,2,Sedan,7,12,No,3.0,Yes,Low,No
61,Female,107936.0,Suburban,53.6,2,Sedan,1,5,Yes,1.0,No,Low,No
41,Male,163958.0,Urban,55.6,2,Sedan,3,4,No,3.0,Yes,Medium,No
32,Male,106610.0,Rural,53.3,1,Sedan,0,1,Yes,2.0,Yes,Low,No
45,Female,67284.0,Suburban,62.6,2,Sedan,0,3,Yes,3.0,No,Low,No
52,Female,163545.0,Urban,60.8,2,SUV,11,13,No,1.0,Yes,Low,No
64,Female,100712.0,Suburban,24.4,2,Sedan,2,1,Yes,1.0,No,Low,No
45,Female,92136.0,Suburban,79.5,2,SUV,3,5,Yes,1.0,No,Low,No
44,Male,52122.0,Urban,56.5,2,Hatchback,11,18,Yes,1.0,Yes,Low,No
39,Female,70705.0,Urban,62.0,2,Sedan,6,19,No,3.0,Yes,Low,No
47,Female,84979.0,Urban,5.0,3,SUV,3,12,Yes,3.0,Yes,Low,Yes
58,Female,71784.0,Urban,63.7,4,Truck,9,14,No,1.0,Yes,Low,No
28,Male,71861.0,Urban,50.9,2,Sedan,5,10,No,5.0,Yes,Medium,No
37,Male,78405.0,Suburban,50.8,1,Truck,1,8,Yes,1.0,Yes,Low,No
34,Female,115576.0,Urban,52.8,1,SUV,7,12,Yes,3.0,Yes,Low,Yes
46,Female,136715.0,Suburban,38.4,1,SUV,2,9,Yes,3.0,No,Low,No
63,Other,79964.0,Urban,32.4,1,Sedan,10,3,Yes,2.0,Yes,Low,No
32,Female,96658.0,Urban,85.3,1,Truck,9,16,No,1.0,Yes,Medium,No
37,Male,30000.0,Urban,6.3,3,Sedan,11,14,No,2.0,Yes,Low,No
38,Female,30000.0,Rural,62.0,1,Sedan,2,0,Yes,1.0,Yes,Low,No
27,Female,82017.0,Urban,80.0,3,SUV,6,17,No,3.0,Yes,Low,No
31,Male,58566.0,Urban,106.0,3,Sedan,2,10,No,2.0,Yes,High,No
63,Female,95718.0,Urban,46.3,1,Sedan,9,19,No,5.0,Yes,Low,No
49,Female,85662.0,Rural,5.0,2,Hatchback,0,1,Yes,4.0,No,Low,No
52,Female,104353.0,Urban,45.5,3,SUV,2,17,No,2.0,No,Low,No
29,Male,101001.0,Suburban,84.2,3,Hatchback,5,6,Yes,3.0,No,Low,No
67,Male,129297.0,Urban,7.5,3,Sedan,6,16,No,5.0,Yes,Low,Yes
48,Male,124835.0,Urban,17.7,2,Hatchback,10,18,Yes,2.0,No,Low,No
35,Male,63190.0,Urban,27.9,3,Sedan,6,10,Yes,4.0,Yes,Low,Yes
66,Male,91783.0,Urban,50.4,1,Sedan,8,19,No,2.0,No,Low,No
42,Female,91019.0,Urban,51.9,2,Hatchback,9,7,Yes,1.0,Yes,Low,No
32,Male,30000.0,Suburban,68.2,2,Sedan,0,7,Yes,4.0,No,Low,No
49,Female,80807.0,Urban,34.3,1,Sedan,2,17,Yes,1.0,Yes,Low,No
42,Female,77350.0,Urban,73.9,2,Truck,14,19,No,5.0,No,Low,No
68,Male,118904.0,Suburban,20.2,1,SUV,3,7,Yes,5.0,No,Low,No
50,Female,36554.0,Urban,87.6,1,Truck,7,5,No,5.0,Yes,Medium,No
32,Male,93872.0,Suburban,64.8,2,SUV,5,9,Yes,1.0,Yes,Low,No
66,Male,125038.0,Suburban,72.3,1,Sedan,7,1,Yes,2.0,No,Low,No
41,Female,52417.0,Suburban,38.0,2,SUV,4,4,Yes,4.0,Yes,Low,No
67,Male,91211.0,Urban,52.1,1,Truck,14,18,Yes,2.0,No,Low,No
36,Male,136057.0,Urban,39.6,1,Sedan,9,16,Yes,1.0,No,Low,No
50,Female,87643.0,Urban,10.8,3,SUV,6,11,No,5.0,Yes,Medium,Yes
46,Female,60318.0,Urban,77.2,2,Sedan,10,12,No,5.0,Yes,Low,No
35,Male,69765.0,Urban,106.0,4,Hatchback,7,9,Yes,1.0,Yes,Low,No
31,Male,72488.0,Urban,20.6,4,SUV,4,7,Yes,1.0,No,Low,No
50,Female,92312.0,Suburban,33.9,1,SUV,5,6,Yes,1.0,Yes,Low,No
45,Female,63694.0,Urban,65.2,2,Truck,8,18,Yes,2.0,Yes,Low,No
50,Female,92573.0,Urban,33.6,1,Sedan,3,12,Yes,3.0,Yes,Low,Yes
29,Female,99114.0,Rural,9.3,1,Sedan,2,2,Yes,1.0,Yes,Low,No
49,Female,103348.0,Rural,65.2,1,SUV,1,2,Yes,1.0,No,Medium,No
64,Female,48035.0,Suburban,51.2,1,Hatchback,6,3,Yes,3.0,No,Low,No
36,Female,92492.0,Suburban,48.9,2,SUV,6,5,Yes,2.0,Yes,Low,No
38,Female,32642.0,Urban,53.3,3,SUV,10,7,No,2.0,No,Low,No
62,Male,95717.0,Urban,42.1,1,SUV,7,8,No,3.0,Yes,Low,Yes
68,Other,165361.0,Suburban,35.3,1,Hatchback,6,8,Yes,3.0,Yes,Low,No
41,Female,64411.0,Urban,61.4,1,SUV,12,3,No,3.0,Yes,Medium,No
43,Female,80325.0,Suburban,52.4,2,Hatchback,5,9,Yes,4.0,Yes,Low,No
25,Male,74793.0,Urban,29.0,2,Sedan,8,6,No,3.0,No,Medium,No
43,Male,115141.0,Urban,5.0,3,SUV,2,3,No,4.0,No,Low,No
36,Male,45398.0,Urban,34.2,4,Hatchback,3,6,No,1.0,Yes,Medium,No
25,Male,64804.0,Urban,5.0,1,SUV,8,13,No,3.0,Yes,Low,No
69,Male,34258.0,Urban,50.0,2,Sedan,4,3,No,5.0,Yes,Medium,No
41,Female,131360.0,Rural,47.1,2,Sedan,1,3,Yes,1.0,Yes,Low,No
44,Female,159929.0,Rural,22.2,3,SUV,0,3,Yes,3.0,Yes,Low,Yes
40,Male,66265.0,Rural,5.0,2,SUV,1,1,Yes,2.0,No,Low,No
45,Male,42364.0,Suburban,50.6,2,Hatchback,2,5,Yes,5.0,Yes,Low,No
54,Female,52358.0,Rural,52.8,2,SUV,2,0,Yes,3.0,Yes,Low,No
61,Female,43560.0,Rural,61.8,2,Sedan,2,3,No,4.0,Yes,Medium,No
44,Female,45799.0,Rural,5.0,2,Sedan,2,2,Yes,2.0,Yes,Low,No
63,Male,111441.0,Suburban,17.9,1,Truck,2,7,No,4.0,Yes,Medium,Yes
32,Female,69968.0,Urban,32.8,2,SUV,5,9,No,5.0,No,Low,No
59,Female,72047.0,Urban,13.8,1,Sedan,6,17,Yes,1.0,Yes,Low,No
62,Female,98598.0,Suburban,30.8,1,SUV,3,1,Yes,3.0,No,Low,No
65,Female,88365.0,Urban,11.9,1,SUV,3,11,No,4.0,No,Low,No
29,Male,57558.0,Urban,49.8,2,Hatchback,14,5,Yes,3.0,Yes,Low,No
60,Female,108763.0,Rural,40.8,1,SUV,2,2,Yes,4.0,Yes,Low,Yes
49,Female,71057.0,Urban,8.6,2,Sedan,14,15,No,1.0,No,Low,No
50,Male,105046.0,Suburban,14.4,1,Sedan,5,6,Yes,2.0,No,Low,No
59,Female,114268.0,Rural,64.2,1,SUV,0,1,Yes,4.0,Yes,Low,Yes
32,Male,132969.0,Rural,50.6,2,Hatchback,0,0,Yes,4.0,Yes,Low,No
25,Male,143054.0,Urban,61.9,1,Hatchback,10,10,No,3.0,Yes,Low,No
69,Female,87083.0,Urban,27.8,2,SUV,11,7,Yes,5.0,No,Low,No
50,Male,114010.0,Rural,56.9,2,Hatchback,1,2,Yes,3.0,Yes,Low,No
39,Female,62134.0,Urban,82.8,1,Sedan,4,5,No,5.0,Yes,Medium,No
31,Male,103706.0,Urban,22.3,2,SUV,8,18,Yes,4.0,No,Low,No
37,Male,48026.0,Suburban,22.6,2,Sedan,7,2,No,3.0,No,High,No
43,Female,30000.0,Suburban,13.0,1,SUV,2,2,No,1.0,Yes,Medium,No
49,Male,101413.0,Suburban,69.9,3,Sedan,7,7,Yes,1.0,No,Low,No
57,Male,100740.0,Urban,7.0,2,SUV,10,18,Yes,4.0,No,Low,Yes
54,Other,105293.0,Suburban,15.1,1,Sedan,3,4,Yes,1.0,No,Low,No
29,Female,73479.0,Rural,57.8,3,Sedan,0,0,Yes,5.0,No,Low,No
31,Male,135625.0,Urban,31.0,2,Sedan,10,4,Yes,4.0,Yes,Low,Yes
67,Female,94664.0,Urban,10.6,1,SUV,8,8,Yes,2.0,Yes,Low,No
28,Female,94724.0,Suburban,53.9,3,Hatchback,2,6,Yes,5.0,No,Low,No
49,Male,87808.0,Urban,58.1,4,Hatchback,7,3,No,5.0,Yes,Medium,No
60,Female,145644.0,Urban,60.3,1,Sedan,6,4,Yes,5.0,Yes,Low,Yes
25,Male,80108.0,Rural,29.4,4,Hatchback,0,2,Yes,3.0,Yes,Low,No
28,Female,35771.0,Urban,61.4,2,Hatchback,14,7,No,3.0,No,Low,No
54,Female,30000.0,Rural,5.0,1,Sedan,0,0,Yes,4.0,No,Low,No
40,Female,112404.0,Urban,32.2,2,Hatchback,13,13,No,3.0,Yes,Low,No
33,Male,30000.0,Urban,59.9,1,Sedan,12,6,Yes,3.0,No,Low,No
29,Female,87626.0,Urban,64.6,3,Sedan,11,13,No,4.0,No,Medium,No
52,Male,104685.0,Urban,26.3,3,SUV,5,9,Yes,3.0,Yes,Low,No
41,Male,121791.0,Suburban,51.5,1,SUV,2,3,Yes,1.0,Yes,Low,No
44,Female,84555.0,Urban,65.0,4,Sedan,6,15,No,2.0,Yes,Medium,No
36,Female,59647.0,Urban,13.1,1,Sedan,9,12,No,5.0,Yes,Low,Yes
69,Female,81952.0,Urban,59.8,2,SUV,3,9,No,2.0,Yes,Low,No
31,Female,90411.0,Rural,31.8,1,SUV,1,2,Yes,1.0,No,Low,No
59,Female,51663.0,Rural,69.7,2,Hatchback,0,0,No,3.0,No,High,No
64,Male,46945.0,Urban,5.0,1,SUV,8,3,No,3.0,Yes,Medium,No
32,Female,84287.0,Suburban,57.3,2,Sedan,5,8,Yes,2.0,Yes,Low,No
51,Female,48967.0,Suburban,60.4,2,Sedan,0,3,Yes,1.0,No,Low,No
52,Female,78879.0,Urban,75.9,1,Hatchback,12,14,Yes,4.0,Yes,Low,No
50,Male,135852.0,Urban,23.5,1,Sedan,12,4,No,1.0,No,Low,No
25,Male,82911.0,Rural,26.3,2,Hatchback,2,2,Yes,2.0,Yes,Low,No
47,Female,30000.0,Suburban,48.8,2,Sedan,2,7,Yes,3.0,Yes,Low,Yes
64,Male,148825.0,Urban,14.1,2,SUV,14,6,No,3.0,No,Low,No
39,Female,67665.0,Urban,21.3,4,Hatchback,9,6,No,3.0,No,Low,No
52,Male,90740.0,Urban,50.6,2,Hatchback,5,12,Yes,2.0,No,Low,No
35,Male,115671.0,Rural,51.9,2,SUV,2,3,Yes,5.0,Yes,Low,Yes
48,Male,125145.0,Rural,41.0,4,SUV,1,2,Yes,1.0,Yes,Low,No
67,Male,146613.0,Urban,38.95,3,SUV,6,15,No,3.0,Yes,Low,No
51,Male,61967.0,Urban,18.5,3,Sedan,5,9,No,1.0,No,Low,No
29,Male,92744.0,Urban,60.3,3,Sedan,12,8,No,3.0,No,Low,No
27,Male,96715.0,Suburban,74.0,1,Sedan,2,7,No,2.0,Yes,High,No
68,Male,108831.0,Urban,55.9,3,SUV,4,13,Yes,3.0,Yes,Low,No
45,Male,63736.0,Urban,63.2,2,Sedan,13,12,Yes,4.0,No,Low,No
67,Female,64557.0,Rural,26.4,2,SUV,1,2,Yes,4.0,Yes,Low,No
55,Male,54607.0,Rural,36.7,2,Truck,2,0,Yes,3.0,Yes,Low,Yes
40,Female,96300.0,Suburban,50.5,2,Sedan,1,4,Yes,2.0,Yes,Low,No
34,Male,69691.0,Urban,47.4,1,SUV,2,19,No,4.0,No,Low,No
39,Male,83023.0,Rural,9.2,4,SUV,0,0,Yes,4.0,No,Low,No
53,Male,127476.0,Urban,46.5,2,Sedan,13,16,No,5.0,No,Low,No
50,Male,42736.0,Suburban,59.4,3,Sedan,0,3,Yes,5.0,Yes,Low,No
59,Female,78391.0,Urban,106.0,2,SUV,3,5,No,5.0,Yes,Medium,Yes
54,Female,106163.0,Urban,37.1,2,Sedan,2,10,Yes,5.0,No,Low,No
66,Female,85052.0,Urban,24.4,2,SUV,6,11,No,1.0,No,Low,No
46,Male,105917.0,Suburban,47.5,2,SUV,2,5,Yes,3.0,Yes,Low,Yes
49,Male,75216.0,Urban,73.0,2,SUV,11,16,Yes,5.0,Yes,Low,Yes
63,Female,71065.0,Suburban,59.0,2,Hatchback,2,8,Yes,4.0,No,Low,No
27,Male,142551.0,Urban,27.0,1,SUV,12,10,No,1.0,Yes,Low,Yes
